x, fx
9.096,	0
9.12,	0
9.144,	0
9.168,	0
9.192,	0
9.216,	0
9.24,	0
9.264,	0
9.288,	0
9.312,	0
9.336,	0
9.36,	0
9.384,	0
9.408,	0
9.432,	0
9.456,	0
9.48,	0
9.504,	0
9.528,	0
9.552,	0
9.576,	0
9.6,	0
9.624,	0
9.648,	0
9.672,	0
9.696,	0
9.72,	0
9.744,	0
9.768,	0
9.792,	0
9.816,	0
9.84,	0
9.864,	0
9.888,	0
9.912,	0
9.936,	0
9.96,	0
9.984,	0
10.008,	0
10.032,	0
10.056,	0
10.08,	0
10.104,	0
10.128,	0
10.152,	0
10.176,	0
10.2,	0
10.224,	0
10.248,	0
10.272,	0
10.296,	0
10.32,	0
10.344,	0
10.368,	0
10.392,	0
10.416,	0
10.44,	0
10.464,	0
10.488,	0
10.512,	0
10.536,	0
10.56,	0
10.584,	0
10.608,	0
10.632,	0
10.656,	0
10.68,	0
10.704,	0
10.728,	0
10.752,	0
10.776,	0
10.8,	0
10.824,	0
10.848,	0
10.872,	0
10.896,	0
10.92,	0
10.944,	0
10.968,	0
10.992,	0
11.016,	0
11.04,	0
11.064,	0
11.088,	0
11.112,	0
11.136,	0
11.16,	0
11.184,	0
11.208,	0
11.232,	0
11.256,	0
11.28,	0
11.304,	0
11.328,	0
11.352,	0
11.376,	0
11.4,	0
11.424,	0
11.448,	0
11.472,	0
11.496,	0
11.52,	0
11.544,	0
11.568,	0
11.592,	0
11.616,	0
11.64,	0
11.664,	0
11.688,	0
11.712,	0
11.736,	0
11.76,	0
11.784,	0
11.808,	0
11.832,	0
11.856,	0
11.88,	0
11.904,	0
11.928,	0
11.952,	0
11.976,	0
12,	0
